part_number,description
75332-TLC-A01,"Part Number: 75332-TLC-A01  
Name: GARN ASSY L FR DO  
Application: Honda Ridgeline (2012-2023)  
Condition: New  
Technical Specs: OEM specifications, front door garnish assembly  
Fitment Details: Designed for left front door installation on Honda Ridgeline models, compatible across production years 2012 to 2023  
Notable Features: Genuine Honda OEM part, ensures proper fit and function, enhances vehicle aesthetics, durable construction resistant to wear and tear."
75333-TLC-A01,"Part Number: 75333-TLC-A01  
Name: GARN ASSY L RR DO  
Application: Honda Clarity, 2015-2019  
Condition: New  
Technical Specs: Genuine OEM part; crafted for optimal durability and performance; designed to meet exacting Honda specifications.  
Fitment Details: Specifically designed for the left rear door of Honda Clarity models within the specified years.  
Notable Features: Original equipment manufacturing quality; ensures perfect fitment and reliability; comes in original packaging.  

This part is essential for maintaining the integrity and functionality of your vehicle’s rear door system."
75390-TG7-A01,"Part Number: 75390-TG7-A01  
Name: DWG GARN R RR DOO  
Application: Honda Pilot, 2016-2021  
Condition: New  
Technical Specs: Genuine OEM part, designed for optimal fitment and durability.  
Fitment Details: Specifically engineered for the passenger side rear wheel arch of the Honda Pilot, ensuring seamless integration with existing bodywork.  
Notable Features: Manufactured to Honda's exacting standards for quality and performance, this garnish offers enhanced aesthetic appeal and protection against road debris."
75390-TLA-A01,"Part Number: 75390-TLA-A01  
Name: GARN R RR DOOR W/  
Application: Honda Accord, Civic, Clarity (2018-2021)  
Condition: New  
Technical Specs: Genuine OEM, designed for optimal fit and performance, made with high-quality materials.  
Fitment Details: Specifically engineered for the right rear door of the listed Honda models for 2018-2021.  
Notable Features: Authentic Honda part, ensuring durability and a perfect match to factory specifications for seamless installation."
75395-TLA-A01,"Part Number: 75395-TLA-A01  
Name: GARN L RR DOOR W/  
Application: Honda Accord, Odyssey, Ridgeline, S2000 (2011)  
Condition: New  
Technical Specs: Durable OEM construction, compatible with specified Honda models  
Fitment Details: Designed to fit the left rear door of 2011 Honda models listed above  
Notable Features: Genuine OEM part ensures perfect fit and finish, maintaining factory specifications for optimal performance and aesthetics."
75450-TBA-A02,"Part Number: 75450-TBA-A02  
Name: AIR OUTLET ASSY R  
Application: Honda CR-V, Civic, Insight, Ridgeline (2022)  
Condition: New  
Technical Specs: Genuine OEM part; designed for optimal airflow; dimensions consistent with manufacturer's specifications.  
Fitment Details: Direct fit for 2022 models of specified Honda vehicles; replaces any faulty outlet assemblies.  
Notable Features: Original packaging ensures authenticity; engineered for precise compatibility; enhances interior ventilation and airflow efficiency.  "
75450-TRN-H02,"Part Number: 75450-TRN-H02  
Name: AIR OUTLET ASSY R  
Application: Honda Accord, CR-Z, HR-V, Odyssey (2016)  
Condition: New  
Technical Specs: OEM, Material: Durable Plastic, Color: Black  
Fitment Details: Designed for right-hand side installation; compatible with specified Honda models from the year 2016.  
Notable Features: Genuine Honda part, ensures factory fit and finish, enhances air circulation, and meets stringent OEM standards for quality and performance."
75700-SZW-000,"Part Number: 75700-SZW-000  
Name: EMBLEM H-MARK 110  
Application: Honda Odyssey 2011-2019  
Condition: New  
Technical Specs: OEM specification, authentic Honda branding, color: chrome, size: standard emblem dimensions.  
Fitment Details: Designed specifically for the Honda Odyssey; replaces factory emblem without modification.  
Notable Features: Genuine Honda part ensuring perfect fit and finish, enhances exterior aesthetics, and backed by manufacturer warranty."
75700-TA0-A00,"Part Number: 75700-TA0-A00  
Name: EMBLEM FR H-MARK  
Application: Honda Clarity, Passport, Pilot, Ridgeline, S2000 (2015)  
Condition: New  
Technical Specs: OEM quality, original packaging, genuine Honda part  
Fitment Details: Designed for front-facing placement on specified Honda models, ensuring proper alignment and secure attachment  
Notable Features: Authentic Honda emblem with precise color match and durable materials, enhances vehicle aesthetics while maintaining brand integrity."
75700-TBA-A00,"Part Number: 75700-TBA-A00  
Name: EMBLEM H-MARK 95  
Application: Honda Passport (2012-2020)  
Condition: New  
Technical Specs: Genuine OEM emblem; lightweight plastic construction; dimensions compatible with factory specifications.  
Fitment Details: Direct fit for Honda Passport models from 2012 through 2020; replaces original emblem without modifications.  
Notable Features: Authentic Honda branding; designed for durability and UV resistance; enhances vehicle aesthetics.  

This high-quality OEM emblem ensures proper fit and enhances the exterior of your Honda Passport."
75700-TR0-000,"Part Number: 75700-TR0-000  
Name: EMBLEM H-MARK 92  
Application: Honda CR-V (2012-2019)  
Condition: New  
Technical Specs: Genuine OEM emblem; dimensions designed for precise fit; weather-resistant materials.  
Fitment Details: Designed specifically for Honda CR-V models from 2012 to 2019, ensuring optimal placement and aesthetic match.  
Notable Features: Enhances the vehicle’s exterior branding; original factory part for guaranteed quality and performance."
75701-TA0-000,"Part Number: 75701-TA0-000  
Name: EMBLEM RR H-MARK  
Application: Honda Insight, 2019-2020  
Condition: New  
Technical Specs: Genuine OEM emblem, dimensions suitable for rear application, designed for proper fitment on specified models.  
Fitment Details: Direct replacement for the rear emblem on Honda Insight models from 2019 to 2020, ensuring a seamless installation.  
Notable Features: Authentic Honda part with original packaging, ensuring quality and durability; enhancing the aesthetic appeal of the vehicle."
75701-TBA-A10,"Part Number: 75701-TBA-A10  
Name: EMBLEM H-MARK 88  
Application: Honda Clarity, Crosstour, Insight, S2000 (2021)  
Condition: New  
Technical Specs: Genuine OEM part, original packaging, fits specified models.  
Fitment Details: Designed to replace worn or damaged emblems on listed Honda models; ensures perfect fitment and alignment.  
Notable Features: Authentic design for enhanced aesthetics, ensuring brand integrity and vehicle value."
75716-SZA-A01,"Part Number: 75716-SZA-A01  
Name: EMBLEM RR TOURING  
Application: Honda CR-V, Civic, Insight, Odyssey, Pilot (2023)  
Condition: New  
Technical Specs: Genuine OEM part, designed for optimal fit and finish.  
Fitment Details: Easily affixes to the rear of applicable Honda models, ensuring proper alignment and aesthetic appeal.  
Notable Features: Features a sleek design that enhances the vehicle's exterior, made from durable materials for long-lasting performance and weather resistance."
75716-TLA-A00,"Part Number: 75716-TLA-A00  
Name: EMBLEM RR TOURING  
Application: Honda Clarity (2021, 2022)  
Condition: New  
Technical Specs: Genuine OEM part, constructed from durable materials, designed for optimal fit and finish.  
Fitment Details: Specifically engineered for rear application on Honda Clarity models from 2021 to 2022.  
Notable Features: Features high-quality adhesive backing for easy installation and long-lasting adhesion, enhancing the vehicle's aesthetic appeal."
75719-T0A-000,"Part Number: 75719-T0A-000  
Name: EMBLEM RR AWD  
Application: Honda Accord, CR-Z, Pilot (2010)  
Condition: New  
Technical Specs: Genuine OEM part, original packaging, dimensions suitable for rear all-wheel drive models.  
Fitment Details: Fits 2010 Honda Accord, CR-Z, and Pilot; ensuring proper installation and alignment with manufacturer specifications.  
Notable Features: Durable construction for long-lasting performance, designed for precise fitment to enhance vehicle appearance and maintain brand authenticity."
75719-T7D-003,"Part Number: 75719-T7D-003  
Name: EMBLEM RR AWD  
Application: Honda CR-Z (2023)  
Condition: New  
Technical Specs: Genuine OEM emblem, original packaging, dimensions suitable for vehicle-specific placement.  
Fitment Details: Designed exclusively for the rear of the 2023 Honda CR-Z, ensuring a precise fit and finish.  
Notable Features: High-quality construction for durability, featuring the ""AWD"" designation, enhancing the vehicle's aesthetic appeal."
75719-TLA-A00,"Part Number: 75719-TLA-A00  
Name: EMBLEM RR AWD  
Application: Honda Civic (2019-2022), Crosstour (2019-2022), HR-V (2019-2022)  
Condition: New  
Technical Specs: Genuine OEM part, high-quality construction, OEM specifications  
Fitment Details: Designed for rear installation on AWD models; fits seamlessly into designated mounting points.  
Notable Features: Authentic Honda emblem ensuring brand integrity; factory finish for durable appearance; resistant to fading and wear.  

This emblem enhances the vehicle's aesthetics while providing a reliable badge to signify all-wheel-drive capability."
75722-SWA-003,"Part Number: 75722-SWA-003  
Name: EMBLEM RR CR-V  
Application: Honda S2000 (2013-2014)  
Condition: New  
Technical Specs: Genuine OEM part, designed for optimal fit and finish.  
Fitment Details: Specifically engineered for rear placement on Honda S2000 models from 2013 to 2014.  
Notable Features: This emblem offers a precise replica of the original design, ensuring a factory-like appearance and durability. Ideal for restoring or enhancing the aesthetic appeal of your vehicle."
75722-T0A-003,"Part Number: 75722-T0A-003  
Name: EMBLEM RR CAR NAM  
Application: Honda Element, Fit, HR-V, Pilot, Ridgeline (2017)  
Condition: New  
Technical Specs: Genuine OEM part, original packaging, durable materials  
Fitment Details: Designed specifically for 2017 Honda models including Element, Fit, HR-V, Pilot, and Ridgeline.  
Notable Features: Precision fit for enhanced aesthetic appeal; replaces worn or damaged rear car nameplate; maintains factory finish and integrity."
