PART NUM.,DESC.,SUPPLIER,O.H,VALUE,MAKE,MODEL,YEAR,MNS,COST
35118-SZA-A03,BLANK-KEY COMP I,Honda,1,74.81,Honda,"Civic, HR-V","2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",6,36.49

35118-SZA-A12,BLANK-KEY COMP I,Honda,1,75.71,Honda,CR-V,2017,9,2.46

35118-SZA-A22,BLANK-KEY COMP I,Honda,1,74.89,Honda,Accord,2018,6,29.25

35118-SZA-A51,BLANK-KEY COMP I,Honda,1,75.39,Honda,Element,2013,16,59.77

35118-T0A-A00,BLANK-KEY COMP IM,Honda,1,63.73,Honda,"Accord, CR-Z, Civic, Clarity","2018, 2019",1,37.68

35118-TK8-A10,BLANK-KEY COMP I,Honda,1,87.89,Honda,"Accord, Element, Insight",2022,33,5.73

35118-TK8-A30,BLANK-KEY COMP I,Honda,1,88.03,Honda,"CR-V, Civic, Clarity, Element, Pilot",2014,4,28.11

35118-TM8-A00,BLANK-KEY COMP I,Honda,1,206.2,Honda,"Civic, Clarity, Insight, Ridgeline","2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",18,19.2

35118-TR0-A00,BLANK-KEY COMP IM,Honda,1,34.97,Honda,Ridgeline,"2017, 2018, 2019, 2020, 2021, 2022",12,486.72

35118-TY4-A00,BLANK-KEY COMP I,Honda,1,73.58,Honda,CR-V,"2019, 2020, 2021, 2022, 2023",12,203.07

35119-SDA-A01,KEY COMP IMMOBI,Honda,1,37.68,Honda,"CR-V, CR-Z, Civic, Crosstour, Ridgeline","2022, 2023",8,68.5

35130-SAA-J51,SW COMP STRG,Honda,1,58.26,Honda,"Civic, Element, Fit",2023,2,11.01

35255-T2A-X12,SW ASSY LIGHTING&,Honda,1,45.34,Honda,"Fit, Ridgeline","2018, 2019, 2020",0,14.01

35255-TG7-F01,SW ASSY LIGHTING&,Honda,1,44.1,Honda,"Accord, CR-V, Element, Passport, S2000",2010,22,127.51

35355-T7A-J02,SW ASSY EPB&BRAKE,Honda,1,65.35,Honda,Passport,2023,7,8.97

35400-S5A-013,SW ASSY DOOR,Honda,1,9.81,Honda,"CR-V, Civic, Pilot, Ridgeline","2019, 2020",16,48

35400-T0A-003,SW ASSY DOOR,Honda,1,11.27,Honda,"CR-V, Crosstour, Insight","2013, 2014",3,47.36

35470-SZA-A01ZA,SW ASSY C*NH167L*,Honda,1,13.23,Honda,Pilot,"2015, 2016",3,7.26

35750-S9A-305,SW ASSY P/W MAS,Honda,1,213.85,Honda,Ridgeline,"2020, 2021",14,37.96

35750-T5R-A11,SW ASSY P/W MAS,Honda,1,67.99,Honda,"CR-Z, Civic, Odyssey, Pilot","2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017",14,62.83

35750-TLA-C01,SW ASSY P/W MAS,Honda,1,82.19,Honda,"CR-V, CR-Z, Civic, Passport, Pilot",2013,5,8.02

35760-SR4-A01ZH,SW ASSY P*NH264L*,Honda,1,62.83,Honda,Odyssey,"2013, 2014, 2015, 2016, 2017, 2018, 2019",17,40.72

35760-TBA-C11,SW ASSY P/W ASSIS,Honda,1,79.53,Honda,"Element, Insight",2020,6,24.41

35770-TA0-A11,SW ASSY P/W REAR,Honda,1,27.62,Honda,"Fit, Odyssey, S2000","2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",11,7.16

35800-SED-003,SW ASSY POWER T/G,Honda,1,14.17,Honda,"Civic, HR-V, Odyssey",2021,17,4.15

35830-T2A-A11ZA,SW ASSY S*NH836L*,Honda,1,43.81,Honda,"Clarity, S2000","2019, 2020",2,34.97

35830-TK8-A01ZB,SW ASSY S*NH686L*,Honda,1,23.1,Honda,"CR-V, Clarity, Crosstour, Fit, HR-V",2012,25,57.86

35856-TK8-A02,BULB COMP B,Honda,1,4.11,Honda,"Clarity, Fit","2020, 2021, 2022, 2023",3,23.72

35881-T4N-H03,SWITCH ASSY,Honda,1,138.16,Honda,"Accord, Civic, HR-V, Insight, S2000",2015,13,31.76

36160-TBC-A04,CAMERA ASSY MONOC,Honda,1,780.09,Honda,"Accord, CR-Z, HR-V, Ridgeline",2012,13,114.61

36162-5AA-A01,VALVE ASSY PURGE,Honda,1,47.14,Honda,"Accord, Civic, Element, Fit, Odyssey","2010, 2011, 2012, 2013, 2014",8,30.21

36162-R1A-A01,VALVE ASSY PURGE,Honda,1,27.53,Honda,"Element, Insight, Passport, Pilot",2011,16,288.98

36162-RMX-A01,VALVE ASSY PURGE,Honda,1,93.68,Honda,"CR-Z, Civic, Clarity","2021, 2022",6,83.07

36530-T90-A02,CAMERA ASSY MVCS,Honda,1,223.52,Honda,S2000,"2014, 2015, 2016, 2017, 2018, 2019",26,68.19

36531-5G0-A11,SENSOR LAF FR,Honda,1,115.98,Honda,"CR-V, CR-Z, Clarity, Element, Passport","2011, 2012, 2013, 2014",2,18.76

36531-RCA-A02,SENSOR LAF,Honda,1,232.26,Honda,"CR-Z, Ridgeline, S2000",2016,12,52.82

36531-RZA-013,SENSOR AIR FUEL R,Honda,1,256.07,Honda,"Accord, CR-Z, Element, HR-V, Pilot","2019, 2020, 2021",23,127.88

36650-T2A-A11ZB,HOMELINK *NH836L*,Honda,1,199.81,Honda,Passport,"2018, 2019, 2020, 2021, 2022, 2023",4,39.64

36750-SMA-013,SW ASSY STOP&CRUI,Honda,1,9.24,Honda,"Crosstour, Fit, Passport, Ridgeline, S2000",2018,5,4.12

36801-THR-A01,BRKT ASSY,Honda,1,198.97,Honda,"Accord, CR-Z, Clarity, Crosstour, Odyssey",2014,11,29.88

36802-TBA-A02,RADAR SUB ASSY,Honda,1,627.14,Honda,"Accord, Civic, Crosstour, Fit, Odyssey",2020,56,49.11

36803-TLA-A06,SET MILLIWAVE RAD,Honda,1,560.1,Honda,"CR-V, Civic, Ridgeline",2018,11,381.45

36803-TLA-C00,SET MILLIWAVE RAD,Honda,1,583.62,Honda,"Clarity, Crosstour, HR-V, Odyssey",2019,15,6.54

36803-TVA-A67,SET MILLIWAVE RAD,Honda,1,772.71,Honda,Element,2018,7,21.2

36804-TBA-A10,BRKT SET,Honda,1,130.73,Honda,"Clarity, Insight, Ridgeline",2015,47,40.44

36931-T20-A11,RADAR SUB ASSY R,Honda,1,336.24,Honda,"Civic, HR-V",2010,7,208.99

36932-T20-A01,BRKT ASSY R,Honda,1,45.93,Honda,Pilot,2023,11,522.75

36932-T6Z-A11,BRKT ASSY R,Honda,1,107.08,Honda,"Accord, Clarity","2010, 2011, 2012, 2013, 2014, 2015, 2016",2,71.7

36932-TVA-A01,BRKT ASSY R,Honda,1,64.92,Honda,"Accord, Clarity","2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",10,429.09

36937-T20-A01,BRKT ASSY L,Honda,1,45.93,Honda,"CR-V, Fit, S2000",2012,5,32.84

36937-TVA-A01,BRKT ASSY L,Honda,1,64.92,Honda,"CR-V, Civic, Passport, Pilot",2012,45,357.97

36939-T20-A01,COVER L BSI RADAR,Honda,1,11.13,Honda,"Accord, Element, Pilot","2011, 2012, 2013, 2014, 2015, 2016",14,51.09

37823-RGL-A01,COVER ECU,Honda,1,2.41,Honda,"Crosstour, Element, Fit, Odyssey, S2000",2019,12,9.27

37850-RKG-A01,UNIT DBW DRIVER,Honda,1,571.95,Honda,"HR-V, Pilot","2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",14,441.09

37870-RWC-A01,SENSOR ASSY TW,Honda,1,26.09,Honda,"Accord, Clarity, Insight, Ridgeline","2020, 2021, 2022",15,76

37870-RZA-007,SENSOR ASSY TW,Honda,1,39.86,Honda,"CR-Z, Clarity, Passport, S2000",2011,2,693.68

37880-PDA-E01,SENSOR ASSY TA,Honda,1,38.29,Honda,"Element, Insight, Passport, Pilot, S2000",2017,17,157.84

38100-SFJ-W02,HORN ASSY(LOW),Honda,1,25.56,Honda,"CR-V, CR-Z, Ridgeline",2023,15,14.1

38100-SWA-A02,HORN ASSY(LOW),Honda,1,41.91,Honda,Element,"2018, 2019, 2020",2,16.4

38100-THR-A01,HORN ASSY(LOW),Honda,1,16.69,Honda,Odyssey,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",0,41.48

38100-TLA-A11,HORN ASSY(LOW),Honda,1,18.81,Honda,Clarity,"2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",11,426.74

38150-T6A-J01,HORN ASSY(HIGH),Honda,1,93.33,Honda,Ridgeline,2012,1,108.29

38150-TLA-A11,HORN ASSY(HIGH),Honda,1,16.2,Honda,"Accord, Passport, S2000",2022,4,52.46

38151-TLA-A00,BRKT L HORN (TRUM,Honda,1,32.44,Honda,Insight,"2018, 2019",13,42.23

38216-SM4-003,FUSE 80A (BLOCK),Honda,1,10.65,Honda,Element,2021,11,769.81

38231-SFY-003,FUSE MULTI BLOCK,Honda,1,14.73,Honda,"Clarity, S2000",2012,9,14.04

38231-TBA-A01,FUSE MULTI BLOCK,Honda,1,19.88,Honda,"Accord, CR-Z, Civic, Crosstour, Ridgeline",2012,1,45.92

38231-TX4-A01,FUSE MULTI BLOCK,Honda,1,11.11,Honda,"Accord, Civic, Passport, Ridgeline","2018, 2019, 2020",8,45.93

38240-T5R-003,TERMINAL ASSY BAT,Honda,1,154.96,Honda,"Fit, Ridgeline, S2000",2014,4,10.53

38241-THR-A01,COVER BATT TERM,Honda,1,3.1,Honda,"Crosstour, HR-V, Insight, S2000","2014, 2015, 2016, 2017, 2018, 2019, 2020",5,202.65

38256-T0A-A03,COVER RELAY BOX U,Honda,1,6.01,Honda,S2000,2021,12,3.37

38260-SM4-C03,RELAY ASSY,Honda,1,108.23,Honda,"Crosstour, Element, Insight",2014,14,100.37

38423-SA6-941,M18 SPECIAL NUT,Honda,1,3.87,Honda,"CR-V, Civic, Odyssey","2021, 2022",5,28.9

38500-THR-A11,UNIT ASSY AC INVE,Honda,1,172.99,Honda,"Accord, CR-Z, Element, Insight, Passport",2021,14,23.84

38513-SB0-961,CAP WASHER MOUTH,Honda,1,8.89,Honda,Fit,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",13,673.6

38513-SC4-672,MOUTH CAP,Honda,1,3.79,Honda,"CR-Z, Insight, Pilot","2012, 2013",7,45.89

38519-SB0-003,GROM WASHER TANK,Honda,1,5.79,Honda,Fit,"2014, 2015, 2016",7,43.99

38611-RMX-A51,FAN COOLING,Honda,1,44.39,Honda,"Fit, Pilot","2013, 2014, 2015, 2016, 2017, 2018",36,81.82

38615-5LA-A01,SHROUD COMP,Honda,1,94.43,Honda,"HR-V, Odyssey, Pilot","2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",52,3.82

38615-5MR-A01,SHROUD COMP SUB,Honda,1,47.38,Honda,"Clarity, Crosstour, Ridgeline",2015,13,15.89

38615-5PA-A01,SHROUD COMP,Honda,1,44,Honda,Ridgeline,2022,3,87.15

38615-R1A-A01,SHROUD COMP,Honda,1,73.31,Honda,"Crosstour, Pilot",2017,15,191.91

38615-R5A-A01,SHROUD COMP,Honda,1,94.43,Honda,Clarity,"2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",13,804.37

38800-TBC-C41,UNIT ASSY BCM,Honda,1,188.32,Honda,"Element, Pilot, Ridgeline",2015,14,20.78

38801-PDF-E02,VALVE SUB ASSY SA,Honda,1,42.62,Honda,CR-V,2020,10,49.46

38810-RLV-A02,AC COMPRESSOR,Honda,1,769.81,Honda,"Accord, Pilot",2021,12,24.75

38900-5J6-A02,SET AC CLUTCH,Honda,1,143.1,Honda,"CR-Z, Pilot, Ridgeline","2017, 2018, 2019, 2020, 2021, 2022, 2023",10,56.96

38900-5J6-A11,SET CLUTCH,Honda,1,106.14,Honda,Accord,"2011, 2012, 2013, 2014",12,66.85

38900-RZA-014,SET COMPR CLUTCH,Honda,1,281.92,Honda,"Crosstour, HR-V, Odyssey, Pilot, Ridgeline","2016, 2017, 2018, 2019",58,149

38920-P8F-306,BELT COMPRESSOR,Honda,1,32.84,Honda,"Odyssey, Pilot, S2000",2011,34,119.18

38920-P8F-A12,BELT COMPRESSOR,Honda,1,49.14,Honda,"Accord, Crosstour, Insight, S2000",2017,3,8.36

38920-RAA-A03,BELT COMPRESSOR,Honda,1,49.28,Honda,"Accord, Element, Insight, Passport",2017,45,200.83

38920-RBB-E03,BELT COMPRESSOR,Honda,1,79.69,Honda,Insight,"2013, 2014, 2015, 2016, 2017, 2018",15,146.38

38920-TR0-A02,SENSOR ASSY BATTE,Honda,1,97.69,Honda,Clarity,"2020, 2021, 2022, 2023",3,43.76

38924-5AA-A02,SET COIL,Honda,1,91.58,Honda,Element,"2022, 2023",0,5.64

38924-5J6-A03,SET AC COIL,Honda,1,91.91,Honda,Fit,2023,1,85.27

38924-5J6-A21,SET COIL,Honda,1,72.16,Honda,S2000,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019",6,68.71

38970-TZ3-A01,SENSOR ASSY RAIN/,Honda,1,600.33,Honda,"Accord, Crosstour, Odyssey, Ridgeline",2021,5,0.78

39154-S9A-305,BASE ASSY ANT,Honda,1,161.98,Honda,Pilot,2017,3,75.49

39165-TG7-BA0,39165-TG7-AA0,Honda,1,13.38,Honda,"CR-V, Odyssey","2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",3,159.44

39165-TG7-BB0,39165-TG7-AB0,Honda,1,13.38,Honda,"CR-Z, Clarity, Pilot, Ridgeline",2010,13,14.75

39165-TG7-BD0,CORD MOST SERVICE,Honda,1,13.16,Honda,"Clarity, Insight, Pilot","2016, 2017",13,47.59

39180-T2A-A01,MIC ASSY ARRAY,Honda,1,363.17,Honda,Ridgeline,"2020, 2021, 2022, 2023",14,59.19

39530-T6Z-A03,CAMERA ASSY RR VI,Honda,1,155.26,Honda,S2000,"2022, 2023",2,8.42

39530-TGG-A21,CAMERA ASSY RR VI,Honda,1,252,Honda,"HR-V, Insight, Ridgeline",2010,17,110.5

39543-T0A-A51,KNOB-VOL,Honda,1,3.02,Honda,"CR-V, Civic, Passport, S2000","2018, 2019",7,0.58

39624-T5A-J01,SOCKET ASSY,Honda,1,16.84,Honda,CR-V,2013,10,79.54

39680-T0A-R12ZZ,SENSOR ASSY PARK,Honda,1,235.54,Honda,"CR-Z, HR-V, Insight","2021, 2022, 2023",2,35.93

39680-T43-J11ZF,SENSOR ASSY PARKI,Honda,1,40.44,Honda,Pilot,"2021, 2022, 2023",3,15.71

39680-T6Z-A01ZH,SENSOR ASSY PARKI,Honda,1,75.76,Honda,"CR-Z, Civic, Element",2022,16,17.17

39680-T6Z-A01ZM,SENSOR ASSY PARKI,Honda,1,75.76,Honda,Element,2010,8,173

39680-T6Z-A11ZA,SENSOR ASSY PARKI,Honda,1,29.84,Honda,CR-Z,"2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",8,11.82

39680-THR-A01,SENSOR ASSY PARKI,Honda,1,75.76,Honda,"CR-V, Civic, Insight, Pilot, S2000",2015,15,311.02

39680-TZA-J01ZH,SENSOR ASSY PARKI,Honda,1,25.04,Honda,"Civic, Clarity, Crosstour, Insight, S2000","2017, 2018",48,63.58

39681-T43-J01,RETAINER PARKING,Honda,1,9.99,Honda,"Clarity, Pilot, Ridgeline","2013, 2014, 2015, 2016, 2017, 2018, 2019",36,298.81

39681-T6Z-A01,COVER ASSY PARKIN,Honda,1,10.25,Honda,"CR-Z, Element, HR-V","2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",3,2.39

39681-TL0-G01ZD,RETAINER *NH731P*,Honda,1,29.29,Honda,"Civic, Insight, Passport",2016,21,49.15

39681-TX4-A01YE,"COVER ASSY,PARKING",Honda,1,11.68,Honda,"Clarity, Crosstour, Fit, Pilot","2017, 2018, 2019, 2020, 2021",8,13.65

39691-SHJ-A61,RETAINER,Honda,1,5.08,Honda,Odyssey,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",36,84.77

39710-TBF-A71,DISPLAY ASSY CTR,Honda,1,824.99,Honda,"HR-V, Passport",2020,4,560.1

39794-SDA-A02,RELAY ASSY MICRO,Honda,1,27.54,Honda,"HR-V, Insight",2017,14,25.27

39794-T5A-J01,RELAY ASSY MICRO,Honda,1,29.2,Honda,Insight,2015,29,28.47

42200-T0A-951,BRG ASSY RR HUB U,Honda,1,171,Honda,Odyssey,2021,10,2.05

42200-T7D-J52,BRG ASSY RR HUB U,Honda,1,324.77,Honda,Ridgeline,2017,12,66.85

42200-TBA-A01,BRG ASSY RR HUB U,Honda,1,146.31,Honda,CR-Z,"2016, 2017, 2018, 2019, 2020",1,76.46

42200-TVA-A61,BRG ASSY RR HUB U,Honda,1,129.03,Honda,CR-V,"2017, 2018, 2019",7,362.05

42310-TLA-A01,SHAFT ASSY R DRIV,Honda,1,275.17,Honda,"CR-Z, Civic, Fit, HR-V, Insight",2011,14,68.34

42700-S0X-A81,WHEEL DISK AL 16X,Honda,1,200.84,Honda,"Clarity, Fit, Insight",2019,14,298.21

42700-SJC-A02,WHEEL DISK 17X7 1,Honda,1,81.7,Honda,"Crosstour, S2000",2022,9,122.63

42700-T1W-A85,WHEEL DISK AL 17X,Honda,1,163.42,Honda,"CR-Z, Civic, Fit, Insight, Passport","2019, 2020",18,26.75

42700-TLA-A87,WHEEL DISK AL 18X,Honda,1,298.81,Honda,"Accord, Fit, Odyssey, Ridgeline",2016,9,1074.98

42700-TR0-J02,WHEEL DISK 15X6J,Honda,1,49.03,Honda,"CR-V, CR-Z, Clarity, Passport",2022,11,22.34

42700-TVA-A94,WHEEL DISK AL 19X,Honda,1,363.49,Honda,"Element, Fit, HR-V, Odyssey, Ridgeline",2017,9,7.95

42753-SB8-661,RIM VALVE,Honda,1,1.43,Honda,"Crosstour, S2000","2015, 2016, 2017, 2018, 2019",27,49.89

42753-SHJ-A82,SENSOR ASSY TPMS,Honda,1,32.69,Honda,"Crosstour, S2000","2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",13,12.3

42762-T7W-C01,PLACARD SPEC CANA,Honda,1,2.53,Honda,"Accord, CR-V, Element, Ridgeline, S2000",2021,1,23.23

42800-TVA-AG0,WHEEL ASSY AL 19X,Honda,1,343.76,Honda,Pilot,2021,2,45.97

43018-T2M-P01,RR CALIPER SUB AS,Honda,1,220.54,Honda,Insight,"2011, 2012, 2013, 2014, 2015",5,232.8

43018-TR3-A02,RR CALIPER SUB-AS,Honda,1,148.36,Honda,CR-Z,"2020, 2021, 2022, 2023",3,150.26

43019-SDA-A00,REAR CALIPER SUB-,Honda,1,135.66,Honda,"CR-Z, Passport",2021,42,88.63

43019-T0G-A01,RR CALIPER SUB-AS,Honda,1,92.46,Honda,"Element, Odyssey, Passport, Ridgeline","2016, 2017, 2018, 2019",41,36.2

43019-T20-A02,RR CALIPER SUB-AS,Honda,1,246.56,Honda,"Clarity, Crosstour, Insight, S2000",2018,10,22.02

43019-T2M-P01,RR CALIPER SUB AS,Honda,1,220.54,Honda,"Accord, Civic, Fit, Insight","2020, 2021, 2022, 2023",13,86.23

43019-TR3-A02,RR CALIPER SUB-AS,Honda,1,148.36,Honda,"Accord, Civic, HR-V, Insight, Odyssey","2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",0,893.01

43022-S3V-A03,SET PAD RR (AXS38,Honda,1,66.85,Honda,"Crosstour, Element, Pilot, S2000",2022,4,323.39

43022-S5A-J02,SET PAD RR (9CLP-,Honda,1,66.85,Honda,"Accord, Civic, Odyssey, S2000",2020,16,116.94

43022-S9A-030,SET PAD RR,Honda,1,66.85,Honda,CR-Z,"2022, 2023",9,897.99

43022-S9A-A02,SET PAD RR (10CL-,Honda,1,66.85,Honda,Ridgeline,"2014, 2015, 2016, 2017",43,8.98

43022-SCV-A01,SET PAD RR,Honda,1,66.85,Honda,Element,2013,10,14.75

43022-SHJ-415,PAD SET RR,Honda,1,66.85,Honda,"Accord, CR-V, S2000",2021,5,13.05

43022-SZA-A11,SET PAD RR,Honda,1,66.85,Honda,"CR-V, Clarity, Crosstour, Fit, Odyssey","2021, 2022, 2023",6,220.54

43022-TA0-A82,SET PAD RR,Honda,1,66.85,Honda,"Accord, Element, Insight, Passport",2018,13,0.84

43022-TGH-A11,SET PAD RR,Honda,1,66.85,Honda,"Insight, Ridgeline","2022, 2023",13,258.69

43022-TK4-A02,PAD SET RR,Honda,1,66.85,Honda,"Civic, Crosstour, Fit, Insight, Passport",2011,10,45.33

43022-TK8-A01,SET PAD RR,Honda,1,66.85,Honda,S2000,2021,2,1.42

43022-TVA-A51,SET PAD RR,Honda,1,66.85,Honda,"Accord, CR-Z, Fit, Insight","2020, 2021, 2022, 2023",8,107.23

43022-TZ5-A01,SET PAD RR,Honda,1,66.85,Honda,"CR-Z, Odyssey, Passport, Pilot, S2000",2020,60,3.2

43022-TZ5-A11,SET RR PAD,Honda,1,66.85,Honda,"Crosstour, Element, Fit, Pilot, Ridgeline",2020,15,18.24

43110-S9A-003,BACK PLATE COMP P,Honda,1,95,Honda,"Accord, HR-V, Insight, Odyssey, Ridgeline",2018,6,56.8

43110-SNA-A01,BACK PLATE COMP R,Honda,1,43.31,Honda,"Clarity, Element, Odyssey","2017, 2018, 2019, 2020, 2021, 2022",2,82.36

43120-S9A-003,BACK PLATE COMP P,Honda,1,95,Honda,"Accord, Civic, Clarity, Fit, Insight","2011, 2012, 2013, 2014, 2015",12,41.71

44017-STX-A01,BOOT SET INBOARD,Honda,1,109.18,Honda,Pilot,2011,28,13.38

44018-THR-305,BOOT SET OUTBOARD,Honda,1,86.23,Honda,"Civic, Fit, Odyssey","2016, 2017, 2018, 2019, 2020, 2021, 2022",10,138.23

44300-STX-A01,BRG ASSY FR HUB U,Honda,1,183.37,Honda,"CR-V, Crosstour, Element, Odyssey, Passport","2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",6,88.11

44300-T0G-951,BRG ASSY FR HUB,Honda,1,119.03,Honda,"Crosstour, Ridgeline",2014,19,21.19

44300-T1W-A51,BRG ASSY FR HUB,Honda,1,98.76,Honda,Civic,"2022, 2023",9,436.68

44300-T8N-T51,BRG ASSY FR HUB,Honda,1,86.96,Honda,"Fit, Pilot",2021,49,4.87

44300-TA0-A62,BRG ASSY FR HUB,Honda,1,98.76,Honda,"Civic, Fit","2018, 2019",6,9.65

44300-TBC-A01,BRG ASSY FR HUB,Honda,1,90.82,Honda,"Civic, Crosstour, Fit, HR-V, Pilot",2023,30,12.43

44300-TG7-A01,BRG ASSY FR HUB,Honda,1,75.18,Honda,"CR-Z, Crosstour, Element, Fit",2015,9,13.38

44300-TLA-A51,BRG ASSY FR HUB,Honda,1,154.04,Honda,"CR-Z, Civic, Passport, Pilot",2021,11,932.8

44300-TR0-951,BRG ASSY FR HUB,Honda,1,75.6,Honda,"CR-V, CR-Z, Clarity, Odyssey, Ridgeline",2012,46,128.43

44300-TYF-E01,BRG ASSY FR HUB,Honda,1,74.91,Honda,CR-V,"2017, 2018, 2019, 2020",1,32.45

44319-S84-300,SET RING 28X2 0,Honda,1,9.98,Honda,Odyssey,2023,13,7.01

44600-T0B-A00,HUB ASSY FRONT,Honda,1,101.57,Honda,"Accord, Clarity, Insight, Odyssey","2010, 2011",3,228.95

44600-T2F-A01,HUB ASSY FRONT,Honda,1,57.94,Honda,"Accord, Clarity, Insight, Passport","2013, 2014, 2015, 2016, 2017, 2018",15,11.51

44600-TBC-A00,HUB ASSY FRONT,Honda,1,55.61,Honda,Element,"2021, 2022, 2023",5,87.68

44600-TG7-A00,HUB ASSY FRONT,Honda,1,122.94,Honda,"Odyssey, Passport, Pilot",2011,16,13.16

44600-TR0-A00,HUB ASSY FRONT,Honda,1,39.87,Honda,"CR-V, Element, Fit, Pilot, S2000","2015, 2016, 2017, 2018",15,26.99

44600-TVA-A00,HUB ASSY FRONT,Honda,1,63.34,Honda,"Element, Odyssey","2018, 2019, 2020",5,16.49

44732-TG7-A21,CAP ASSY WHEEL CT,Honda,1,27.88,Honda,Pilot,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",14,484.82

44733-T20-A12,TRIM ASSY WHEEL 1,Honda,1,27.14,Honda,Accord,"2018, 2019, 2020, 2021",14,73.52

45001-TVC-A01,HOUSING ASSY R,Honda,1,199.15,Honda,"CR-Z, Insight, Passport","2014, 2015, 2016, 2017",3,13.16

45002-TVC-A01,HOUSING ASSY L,Honda,1,203.63,Honda,"Element, Odyssey, S2000",2017,17,37.12

45022-S9A-405,PAD SET FR,Honda,1,66.85,Honda,"CR-V, Element, Passport","2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",14,153.77

45022-S9V-A02,SET PAD FR (63 5M,Honda,1,66.85,Honda,Passport,"2021, 2022",9,63.58

45022-SCV-A01,SET PAD FR(AD57-1,Honda,1,66.85,Honda,"CR-V, Civic, Passport, Pilot, S2000",2021,13,26.89

45022-SDB-A11,PAD SET FR,Honda,1,51,Honda,"Accord, Clarity, HR-V, Insight, Odyssey",2020,17,13.63

45022-SHJ-406,PAD SET FR,Honda,1,66.85,Honda,"CR-V, Odyssey",2018,5,82.87

45022-SJC-A03,PAD SET FR,Honda,1,66.85,Honda,Passport,"2014, 2015, 2016, 2017, 2018, 2019",12,63.17

45022-SLN-A02,SET PAD FR,Honda,1,66.85,Honda,"Accord, CR-Z, Civic, Odyssey, Passport",2016,0,15.89

45022-SZA-406,PAD SET FR,Honda,1,66.85,Honda,"CR-V, CR-Z","2013, 2014, 2015, 2016",15,41.15

45022-SZA-A01,PAD SET FR,Honda,1,66.85,Honda,"Ridgeline, S2000",2020,8,10.35

45022-T20-A00,SET PAD FR,Honda,1,66.85,Honda,"Accord, Insight, Odyssey",2023,6,4.59

45022-T3R-A02,SET PAD FR (17CL-,Honda,1,66.85,Honda,S2000,"2018, 2019, 2020, 2021, 2022",5,190.65

45022-T5R-A01,SET PAD FR (16CL-,Honda,1,66.85,Honda,"CR-V, Element, HR-V, Odyssey, S2000",2016,10,177.52

45022-TBA-A00,SET PAD FR,Honda,1,66.85,Honda,Fit,2018,12,377.28

45022-TE0-A62,PAD SET (17CL-1),Honda,1,66.85,Honda,Crosstour,2016,9,14.66

45022-TEA-T00,SET PAD FR (AD57-,Honda,1,66.85,Honda,Civic,"2015, 2016, 2017, 2018, 2019, 2020, 2021",4,7.71

45022-TGS-A00,SET PAD FR,Honda,1,66.85,Honda,Pilot,2016,14,78.34

45022-TK8-A01,SET PAD FR,Honda,1,66.85,Honda,Passport,2015,2,29.05

45022-TR3-A02,SET PAD FR,Honda,1,66.85,Honda,CR-Z,"2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",18,10.69

45022-TZ5-A02,SET PAD FR,Honda,1,66.85,Honda,"Fit, Odyssey, Passport, Pilot","2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",11,94.43

45240-S01-A01,BOLT,Honda,1,6,Honda,CR-V,2022,12,6.83

45251-SHJ-A00,DISK FR BRAKE (16,Honda,1,91.53,Honda,"CR-V, HR-V, Ridgeline",2021,4,17.14

